Year,Year Code,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
2018.0,2018.0,New York,36.0,Multiple sclerosis,G35,228.0,19542209.0,1.2
2018.0,2018.0,New York,36.0,"Epilepsy, unspecified",G40.9,70.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,"Status epilepticus, unspecified",G41.9,74.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,"Transient cerebral ischaemic attack, unspecified",G45.9,15.0,19542209.0,
2018.0,2018.0,New York,36.0,Sleep apnoea,G47.3,45.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Guillain-Barre syndrome,G61.0,10.0,19542209.0,
2018.0,2018.0,New York,36.0,Myasthenia gravis,G70.0,46.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Myoneural disorder, unspecified",G70.9,18.0,19542209.0,
2018.0,2018.0,New York,36.0,Muscular dystrophy,G71.0,45.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Myotonic disorders,G71.1,12.0,19542209.0,
2018.0,2018.0,New York,36.0,"Infantile cerebral palsy, unspecified",G80.9,90.0,19542209.0,0.5
2018.0,2018.0,New York,36.0,"Paraplegia, unspecified",G82.2,17.0,19542209.0,
2018.0,2018.0,New York,36.0,"Tetraplegia, unspecified",G82.5,19.0,19542209.0,
2018.0,2018.0,New York,36.0,"Hydrocephalus, unspecified",G91.9,14.0,19542209.0,
2018.0,2018.0,New York,36.0,"Anoxic brain damage, not elsewhere classified",G93.1,229.0,19542209.0,1.2
2018.0,2018.0,New York,36.0,"Encephalopathy, unspecified",G93.4,84.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,Compression of brain,G93.5,23.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Cerebral oedema,G93.6,19.0,19542209.0,
2018.0,2018.0,New York,36.0,"Disorder of brain, unspecified",G93.9,30.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Mitral stenosis,I05.0,26.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Mitral valve disease, unspecified",I05.9,40.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Tricuspid insufficiency,I07.1,16.0,19542209.0,
2018.0,2018.0,New York,36.0,Disorders of both mitral and aortic valves,I08.0,41.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Disorders of both mitral and tricuspid valves,I08.1,14.0,19542209.0,
2018.0,2018.0,New York,36.0,"Rheumatic heart disease, unspecified",I09.9,17.0,19542209.0,
2018.0,2018.0,New York,36.0,Essential (primary) hypertension,I10,1830.0,19542209.0,9.4
2018.0,2018.0,New York,36.0,Hypertensive heart disease with (congestive) heart failure,I11.0,1656.0,19542209.0,8.5
2018.0,2018.0,New York,36.0,Hypertensive heart disease without (congestive) heart failure,I11.9,2456.0,19542209.0,12.6
2018.0,2018.0,New York,36.0,Hypertensive renal disease with renal failure,I12.0,880.0,19542209.0,4.5
2018.0,2018.0,New York,36.0,Hypertensive renal disease without renal failure,I12.9,20.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Hypertensive heart and renal disease with (congestive) heart failure,I13.0,26.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Hypertensive heart and renal disease with renal failure,I13.1,165.0,19542209.0,0.8
2018.0,2018.0,New York,36.0,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,246.0,19542209.0,1.3
2018.0,2018.0,New York,36.0,"Hypertensive heart and renal disease, unspecified",I13.9,14.0,19542209.0,
2018.0,2018.0,New York,36.0,Acute subendocardial myocardial infarction,I21.4,425.0,19542209.0,2.2
2018.0,2018.0,New York,36.0,"Acute myocardial infarction, unspecified",I21.9,5526.0,19542209.0,28.3
2018.0,2018.0,New York,36.0,Other forms of acute ischaemic heart disease,I24.8,66.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,"Acute ischaemic heart disease, unspecified",I24.9,210.0,19542209.0,1.1
2018.0,2018.0,New York,36.0,"Atherosclerotic cardiovascular disease, so described",I25.0,4737.0,19542209.0,24.2
2018.0,2018.0,New York,36.0,Atherosclerotic heart disease,I25.1,18299.0,19542209.0,93.6
2018.0,2018.0,New York,36.0,Ischaemic cardiomyopathy,I25.5,488.0,19542209.0,2.5
2018.0,2018.0,New York,36.0,Other forms of chronic ischaemic heart disease,I25.8,58.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,"Chronic ischaemic heart disease, unspecified",I25.9,582.0,19542209.0,3.0
2018.0,2018.0,New York,36.0,Pulmonary embolism without mention of acute cor pulmonale,I26.9,370.0,19542209.0,1.9
2018.0,2018.0,New York,36.0,Primary pulmonary hypertension,I27.0,21.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Other secondary pulmonary hypertension,I27.2,373.0,19542209.0,1.9
2018.0,2018.0,New York,36.0,"Pulmonary heart disease, unspecified",I27.9,87.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,Pericardial effusion (noninflammatory),I31.3,26.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Disease of pericardium, unspecified",I31.9,16.0,19542209.0,
2018.0,2018.0,New York,36.0,Acute and subacute infective endocarditis,I33.0,83.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,Mitral (valve) insufficiency,I34.0,103.0,19542209.0,0.5
2018.0,2018.0,New York,36.0,Mitral (valve) prolapse,I34.1,13.0,19542209.0,
2018.0,2018.0,New York,36.0,"Nonrheumatic mitral valve disorder, unspecified",I34.9,10.0,19542209.0,
2018.0,2018.0,New York,36.0,Aortic (valve) stenosis,I35.0,757.0,19542209.0,3.9
2018.0,2018.0,New York,36.0,Aortic (valve) insufficiency,I35.1,39.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Other aortic valve disorders,I35.8,20.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Aortic valve disorder, unspecified",I35.9,65.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,"Endocarditis, valve unspecified",I38,345.0,19542209.0,1.8
2018.0,2018.0,New York,36.0,Dilated cardiomyopathy,I42.0,131.0,19542209.0,0.7
2018.0,2018.0,New York,36.0,Obstructive hypertrophic cardiomyopathy,I42.1,13.0,19542209.0,
2018.0,2018.0,New York,36.0,Other hypertrophic cardiomyopathy,I42.2,37.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Other restrictive cardiomyopathy,I42.5,17.0,19542209.0,
2018.0,2018.0,New York,36.0,Alcoholic cardiomyopathy,I42.6,41.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Other cardiomyopathies,I42.8,20.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Cardiomyopathy, unspecified",I42.9,591.0,19542209.0,3.0
2018.0,2018.0,New York,36.0,"Atrioventricular block, complete",I44.2,30.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Other specified conduction disorders,I45.8,82.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,"Conduction disorder, unspecified",I45.9,11.0,19542209.0,
2018.0,2018.0,New York,36.0,"Sudden cardiac death, so described",I46.1,30.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Cardiac arrest, unspecified",I46.9,620.0,19542209.0,3.2
2018.0,2018.0,New York,36.0,Ventricular tachycardia,I47.2,25.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Atrial fibrillation and flutter,I48,1048.0,19542209.0,5.4
2018.0,2018.0,New York,36.0,Ventricular fibrillation and flutter,I49.0,53.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,Sick sinus syndrome,I49.5,31.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Cardiac arrhythmia, unspecified",I49.9,302.0,19542209.0,1.5
2018.0,2018.0,New York,36.0,Congestive heart failure,I50.0,2179.0,19542209.0,11.2
2018.0,2018.0,New York,36.0,Left ventricular failure,I50.1,22.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Heart failure, unspecified",I50.9,777.0,19542209.0,4.0
2018.0,2018.0,New York,36.0,"Myocarditis, unspecified",I51.4,35.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Cardiovascular disease, unspecified",I51.6,386.0,19542209.0,2.0
2018.0,2018.0,New York,36.0,Cardiomegaly,I51.7,116.0,19542209.0,0.6
2018.0,2018.0,New York,36.0,Other ill-defined heart diseases,I51.8,72.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,"Heart disease, unspecified",I51.9,256.0,19542209.0,1.3
2018.0,2018.0,New York,36.0,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,13.0,19542209.0,
2018.0,2018.0,New York,36.0,Other subarachnoid haemorrhage,I60.8,22.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Subarachnoid haemorrhage, unspecified",I60.9,293.0,19542209.0,1.5
2018.0,2018.0,New York,36.0,"Intracerebral haemorrhage in hemisphere, subcortical",I61.0,30.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Intracerebral haemorrhage in hemisphere, cortical",I61.1,19.0,19542209.0,
2018.0,2018.0,New York,36.0,Intracerebral haemorrhage in brain stem,I61.3,30.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Intracerebral haemorrhage in cerebellum,I61.4,21.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Intracerebral haemorrhage, intraventricular",I61.5,63.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,"Intracerebral haemorrhage, unspecified",I61.9,622.0,19542209.0,3.2
2018.0,2018.0,New York,36.0,Subdural haemorrhage (acute)(nontraumatic),I62.0,117.0,19542209.0,0.6
2018.0,2018.0,New York,36.0,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,501.0,19542209.0,2.6
2018.0,2018.0,New York,36.0,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,54.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,22.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Cerebral infarction due to embolism of cerebral arteries,I63.4,101.0,19542209.0,0.5
2018.0,2018.0,New York,36.0,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63.5,21.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Cerebral infarction, unspecified",I63.9,713.0,19542209.0,3.6
2018.0,2018.0,New York,36.0,"Stroke, not specified as haemorrhage or infarction",I64,2308.0,19542209.0,11.8
2018.0,2018.0,New York,36.0,"Cerebral aneurysm, nonruptured",I67.1,18.0,19542209.0,
2018.0,2018.0,New York,36.0,Cerebral atherosclerosis,I67.2,218.0,19542209.0,1.1
2018.0,2018.0,New York,36.0,Other specified cerebrovascular diseases,I67.8,72.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,"Cerebrovascular disease, unspecified",I67.9,220.0,19542209.0,1.1
2018.0,2018.0,New York,36.0,Sequelae of intracerebral haemorrhage,I69.1,10.0,19542209.0,
2018.0,2018.0,New York,36.0,Sequelae of cerebral infarction,I69.3,77.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,311.0,19542209.0,1.6
2018.0,2018.0,New York,36.0,Sequelae of other and unspecified cerebrovascular diseases,I69.8,325.0,19542209.0,1.7
2018.0,2018.0,New York,36.0,Generalized and unspecified atherosclerosis,I70.9,376.0,19542209.0,1.9
2018.0,2018.0,New York,36.0,Dissection of aorta [any part],I71.0,222.0,19542209.0,1.1
2018.0,2018.0,New York,36.0,"Thoracic aortic aneurysm, ruptured",I71.1,24.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Thoracic aortic aneurysm, without mention of rupture",I71.2,27.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Abdominal aortic aneurysm, ruptured",I71.3,112.0,19542209.0,0.6
2018.0,2018.0,New York,36.0,"Abdominal aortic aneurysm, without mention of rupture",I71.4,47.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Aortic aneurysm of unspecified site, ruptured",I71.8,41.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,16.0,19542209.0,
2018.0,2018.0,New York,36.0,Aneurysm of unspecified site,I72.9,32.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Peripheral vascular disease, unspecified",I73.9,360.0,19542209.0,1.8
2018.0,2018.0,New York,36.0,Embolism and thrombosis of unspecified artery,I74.9,23.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Arteriovenous fistula, acquired",I77.0,11.0,19542209.0,
2018.0,2018.0,New York,36.0,"Arteritis, unspecified",I77.6,11.0,19542209.0,
2018.0,2018.0,New York,36.0,"Disorder of arteries and arterioles, unspecified",I77.9,12.0,19542209.0,
2018.0,2018.0,New York,36.0,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,198.0,19542209.0,1.0
2018.0,2018.0,New York,36.0,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,28.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Hypotension, unspecified",I95.9,12.0,19542209.0,
2018.0,2018.0,New York,36.0,"Acute upper respiratory infection, unspecified",J06.9,18.0,19542209.0,
2018.0,2018.0,New York,36.0,"Influenza with pneumonia, influenza virus identified",J10.0,129.0,19542209.0,0.7
2018.0,2018.0,New York,36.0,"Influenza with other respiratory manifestations, influenza virus identified",J10.1,152.0,19542209.0,0.8
2018.0,2018.0,New York,36.0,"Influenza with pneumonia, virus not identified",J11.0,145.0,19542209.0,0.7
2018.0,2018.0,New York,36.0,"Influenza with other respiratory manifestations, virus not identified",J11.1,93.0,19542209.0,0.5
2018.0,2018.0,New York,36.0,Respiratory syncytial virus pneumonia,J12.1,15.0,19542209.0,
2018.0,2018.0,New York,36.0,"Viral pneumonia, unspecified",J12.9,19.0,19542209.0,
2018.0,2018.0,New York,36.0,Pneumonia due to Streptococcus pneumoniae,J13,15.0,19542209.0,
2018.0,2018.0,New York,36.0,Pneumonia due to Klebsiella pneumoniae,J15.0,17.0,19542209.0,
2018.0,2018.0,New York,36.0,Pneumonia due to Pseudomonas,J15.1,26.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Pneumonia due to staphylococcus,J15.2,54.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,Pneumonia due to other streptococci,J15.4,24.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Bacterial pneumonia, unspecified",J15.9,467.0,19542209.0,2.4
2018.0,2018.0,New York,36.0,"Bronchopneumonia, unspecified",J18.0,76.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,"Lobar pneumonia, unspecified",J18.1,611.0,19542209.0,3.1
2018.0,2018.0,New York,36.0,"Pneumonia, unspecified",J18.9,2870.0,19542209.0,14.7
2018.0,2018.0,New York,36.0,"Acute bronchitis, unspecified",J20.9,10.0,19542209.0,
2018.0,2018.0,New York,36.0,Other specified diseases of upper respiratory tract,J39.8,14.0,19542209.0,
2018.0,2018.0,New York,36.0,"Bronchitis, not specified as acute or chronic",J40,15.0,19542209.0,
2018.0,2018.0,New York,36.0,Unspecified chronic bronchitis,J42,12.0,19542209.0,
2018.0,2018.0,New York,36.0,"Emphysema, unspecified",J43.9,376.0,19542209.0,1.9
2018.0,2018.0,New York,36.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,1162.0,19542209.0,5.9
2018.0,2018.0,New York,36.0,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,284.0,19542209.0,1.5
2018.0,2018.0,New York,36.0,Other specified chronic obstructive pulmonary disease,J44.8,43.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Chronic obstructive pulmonary disease, unspecified",J44.9,5053.0,19542209.0,25.9
2018.0,2018.0,New York,36.0,Predominantly allergic asthma,J45.0,10.0,19542209.0,
2018.0,2018.0,New York,36.0,"Asthma, unspecified",J45.9,236.0,19542209.0,1.2
2018.0,2018.0,New York,36.0,Status asthmaticus,J46,21.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Bronchiectasis,J47,47.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,Pneumoconiosis due to asbestos and other mineral fibres,J61,24.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Hypersensitivity pneumonitis due to unspecified organic dust,J67.9,11.0,19542209.0,
2018.0,2018.0,New York,36.0,Pneumonitis due to food and vomit,J69.0,711.0,19542209.0,3.6
2018.0,2018.0,New York,36.0,Adult respiratory distress syndrome,J80,90.0,19542209.0,0.5
2018.0,2018.0,New York,36.0,Pulmonary oedema,J81,37.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Pulmonary eosinophilia, not elsewhere classified",J82,15.0,19542209.0,
2018.0,2018.0,New York,36.0,Other interstitial pulmonary diseases with fibrosis,J84.1,645.0,19542209.0,3.3
2018.0,2018.0,New York,36.0,"Interstitial pulmonary disease, unspecified",J84.9,337.0,19542209.0,1.7
2018.0,2018.0,New York,36.0,Gangrene and necrosis of lung,J85.0,14.0,19542209.0,
2018.0,2018.0,New York,36.0,Pyothorax without fistula,J86.9,24.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Pleural effusion, not elsewhere classified",J90,115.0,19542209.0,0.6
2018.0,2018.0,New York,36.0,"Pneumothorax, unspecified",J93.9,23.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Acute respiratory failure,J96.0,163.0,19542209.0,0.8
2018.0,2018.0,New York,36.0,Chronic respiratory failure,J96.1,162.0,19542209.0,0.8
2018.0,2018.0,New York,36.0,"Respiratory failure, unspecified",J96.9,341.0,19542209.0,1.7
2018.0,2018.0,New York,36.0,Pulmonary collapse,J98.1,14.0,19542209.0,
2018.0,2018.0,New York,36.0,Other disorders of lung,J98.4,169.0,19542209.0,0.9
2018.0,2018.0,New York,36.0,Other specified respiratory disorders,J98.8,33.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Respiratory disorder, unspecified",J98.9,18.0,19542209.0,
2018.0,2018.0,New York,36.0,Sialoadenitis,K11.2,10.0,19542209.0,
2018.0,2018.0,New York,36.0,Gastro-oesophageal reflux disease without oesophagitis,K21.9,23.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Achalasia of cardia,K22.0,16.0,19542209.0,
2018.0,2018.0,New York,36.0,Oesophageal obstruction,K22.2,20.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Dyskinesia of oesophagus,K22.4,12.0,19542209.0,
2018.0,2018.0,New York,36.0,Other specified diseases of oesophagus,K22.8,10.0,19542209.0,
2018.0,2018.0,New York,36.0,"Disease of oesophagus, unspecified",K22.9,12.0,19542209.0,
2018.0,2018.0,New York,36.0,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,29.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Gastric ulcer, chronic or unspecified with perforation",K25.5,29.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,37.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,37.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",K26.9,11.0,19542209.0,
2018.0,2018.0,New York,36.0,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,34.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,14.0,19542209.0,
2018.0,2018.0,New York,36.0,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",K27.9,12.0,19542209.0,
2018.0,2018.0,New York,36.0,Other specified diseases of stomach and duodenum,K31.8,24.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Disease of stomach and duodenum, unspecified",K31.9,15.0,19542209.0,
2018.0,2018.0,New York,36.0,"Acute appendicitis, other and unspecified",K35.8,16.0,19542209.0,
2018.0,2018.0,New York,36.0,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",K40.3,21.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Umbilical hernia with obstruction, without gangrene",K42.0,11.0,19542209.0,
2018.0,2018.0,New York,36.0,"Ventral hernia with obstruction, without gangrene",K43.0,15.0,19542209.0,
2018.0,2018.0,New York,36.0,Ventral hernia without obstruction or gangrene,K43.9,13.0,19542209.0,
2018.0,2018.0,New York,36.0,Diaphragmatic hernia without obstruction or gangrene,K44.9,31.0,19542209.0,0.2
2018.0,2018.0,New York,36.0,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,27.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,Unspecified abdominal hernia without obstruction or gangrene,K46.9,14.0,19542209.0,
2018.0,2018.0,New York,36.0,"Crohn disease, unspecified",K50.9,29.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Ulcerative colitis, unspecified",K51.9,20.0,19542209.0,0.1
2018.0,2018.0,New York,36.0,"Noninfective gastroenteritis and colitis, unspecified",K52.9,13.0,19542209.0,
2018.0,2018.0,New York,36.0,Acute vascular disorders of intestine,K55.0,71.0,19542209.0,0.4
2018.0,2018.0,New York,36.0,Chronic vascular disorders of intestine,K55.1,13.0,19542209.0,
2018.0,2018.0,New York,36.0,"Vascular disorder of intestine, unspecified",K55.9,341.0,19542209.0,1.7
2018.0,2018.0,New York,36.0,Volvulus,K56.2,49.0,19542209.0,0.3
2018.0,2018.0,New York,36.0,Intestinal adhesions [bands] with obstruction,K56.5,16.0,19542209.0,
2018.0,2018.0,New York,36.0,Other and unspecified intestinal obstruction,K56.6,295.0,19542209.0,1.5
2018.0,2018.0,New York,36.0,"Ileus, unspecified",K56.7,16.0,19542209.0,
2018.0,2018.0,New York,36.0,Diverticular disease of large intestine with perforation and abscess,K57.2,16.0,19542209.0,
